lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,21375
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21376
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21377
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21378
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21379
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21127
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21128
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21129
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Pine Forest - Closed Canopy,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21130
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,looks to be a seedling bed,,,,,,,0,0,,,0,0,South Waikato,21131
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21132
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21222
Flaxland,Shrubland,Predominantly Indigenous,true,,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21223
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,Yes,Yes,,,,,0,0,,,0,0,South Waikato,21224
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,Yes,Yes,,,,,0,0,,,0,0,South Waikato,21225
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,Yes,Can not see,,,,,0,0,,,0,0,South Waikato,21226
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21312
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21313
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,0,0,,,0,0,South Waikato,21380
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21381
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21382
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21383
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21384
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21385
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21133
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21134
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21135
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21136
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21137
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21138
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21139
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21140
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21141
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Flaxland,Broadleaved Indigenous Hardwoods,Herbaceous Freshwater Vegetation,Classification and Wetland,,,Uncertain,Uncertain,Yes,Can see only small section of site. Looks like mainly broadleaved indigenous scrub with herbaceous freshwater veg on wetland.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0149.JPG,102-0149,1858709,5756501,,,0,0,South Waikato,21227
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,Indigenous Forest,Flaxland,Classification,,,Uncertain,Uncertain,,Could only see two portions of site. One was deciduous hardwoods and the other was mixed exotic Shrubland and herbaceous freshwater veg. So wetland may exist in some parts of site. Sorry no photos.,,,0,0,,,0,0,South Waikato,21228
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,Yes,Uncertain,,Mainly mixed exotic Shrubland. Can't see entire boundary.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0154.JPG,102-0154,1873708,5755852,,,0,0,South Waikato,21229
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,Classification,,,Uncertain,Uncertain,,Can only see lower one-third of site (nearest dam). What can be seen is primarily Broadleaved indigenous hardwoods with some deciduous hardwoods and exotic pines.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0178.JPG,104-0178,1844724,5744222,,,0,0,South Waikato,21230
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,Yes,Uncertain,,Class was probably correct but is now Harvested forest. Derek - Decided was correct.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0182.JPG,104-0182,1847294,5754502,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0183.JPG,104-0183,1847294,5754502,South Waikato,21231
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,21314
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21315
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21316
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21317
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21318
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,true,Broadleaved Indigenous Hardwoods,,,Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21319
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21386
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21387
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21388
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21389
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21142
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21143
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21144
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Flaxland,Broadleaved Indigenous Hardwoods,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21145
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21146
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,Classification,,,Yes,Yes,,Class= Broadleaved Indigenous Hardwoods with some mixed exotic Shrubland.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0161.JPG,103-0161,1852652,5758321,,,0,0,South Waikato,21232
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,Classification,,,Yes,Yes,,Class= Pine forest - closed canopy.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0160.JPG,103-0160,1853493,5761165,,,0,0,South Waikato,21233
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,true,Deciduous Hardwoods,Herbaceous Freshwater Vegetation,,Classification and Wetland,,,Yes,Can not see,Can not see,Class is mainly Mixed Exotic Shrubland with some deciduous hardwoods and a few scatterred pines. Can't see wetland or enough of site to determine accuracy of boundary.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0187.JPG,104-0187,1852220,5778891,,,0,0,South Waikato,21234
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,Classification,,,Uncertain,Can not see,Can not see,,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0187.JPG,104-0187,1852220,5778891,,,0,0,South Waikato,21235
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,,,Classification,,,Uncertain,Can not see,Can not see,,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0187.JPG,104-0187,1852220,5778891,,,0,0,South Waikato,21236
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,21320
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,21321
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,21322
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21323
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,,,Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21324
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21390
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21391
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21392
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21147
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21148
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21149
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21150
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21151
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21152
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Pine Forest - Open Canopy,,,,,,,,,,,,0,0,,,0,0,South Waikato,21237
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21238
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Pine Forest - Closed Canopy,Other Exotic Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,21239
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21240
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21325
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21326
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Mixed Exotic Shrubland,Deciduous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,21327
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21393
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21394
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21153
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21154
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21155
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21156
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21157
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21158
Forest Harvested,Planted Forest,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21241
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,Yes,Uncertain,,,,,0,0,,,0,0,South Waikato,21242
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,,Uncertain,Uncertain,,Class= Indigenous forest (may have been planted). Can't see entire boundary. Likely a conservation planting - Derek.,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0147.JPG,102-0147,1839231,5790309,,,0,0,South Waikato,21243
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,Yes,Uncertain,,,\\ew\gis_store\GISWork\GIS_Jobs\requests_17000_17499\17113_SouthWaikato_BioVeg_FieldCheck_DerekGP\Photos\IMGP0147.JPG,102-0147,1839231,5790309,,,0,0,South Waikato,21244
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21245
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20901
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20902
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,0,0,South Waikato,20903
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Gorse and Broom,Fernland,Indigenous Forest,,,,,,,,,,0,0,,,0,0,South Waikato,20904
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20975
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,,,,,,,,,,0,0,,,0,0,South Waikato,20976
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20977
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20978
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20979
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20980
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20981
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20982
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21087
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21088
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,,,,Classification and Wetland,,,,,,,,,0,0,,,0,0,South Waikato,21089
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21090
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21091
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20827
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,20828
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20829
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20830
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20983
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20984
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20985
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20986
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,0,0,,,0,0,South Waikato,20987
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Other Exotic Forest,Mixed Exotic Shrubland,Broadleaved Indigenous Hardwoods,,,,,,,,,,0,0,,,0,0,South Waikato,20988
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Gorse and Broom,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,0,0,,,0,0,South Waikato,20989
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20998
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20999
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21000
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,21001
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,21002
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21003
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20765
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20766
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20767
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20831
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20832
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20833
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20834
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20835
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,20990
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20991
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20992
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20993
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20994
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,0,0,,,0,0,South Waikato,20995
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20996
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,Spare,,,,,,,0,0,,,0,0,South Waikato,20997
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21004
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,21005
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,0,0,,,0,0,South Waikato,21006
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,0,0,,,0,0,South Waikato,21007
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,21008
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21009
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20768
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20769
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Other Exotic Forest,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20770
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20771
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20772
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20773
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20836
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20837
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20838
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20839
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20840
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20841
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20842
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,20843
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,20844
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20905
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Gorse and Broom,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,0,0,,,0,0,South Waikato,20906
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,20907
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,0,0,,,0,0,South Waikato,20908
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,0,0,,,0,0,South Waikato,20909
Flaxland,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21010
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Gorse and Broom,,,,,,,,,,,0,0,,,0,0,South Waikato,21011
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,0,0,,,0,0,South Waikato,21012
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,0,0,,,0,0,South Waikato,21013
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,0,0,,,0,0,South Waikato,21014
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,Classification,,,,,,,,,0,0,,,0,0,South Waikato,21015
